condsFile,readyMSG,condition,stimuli_left,stimuli_right,target,correct_answer,face_left,face_right,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,textbox.started,left_stimuli.started,right_stimuli.started,target_stim.started,left_stimuli.stopped,right_stimuli.stopped,target_stim.stopped,blanc.started,blanc.stopped,textbox.stopped,session,participant,date,expName,psychopyVersion,frameRate,
shapes.xlsx,Comparez les formes,shapes,orizontal.png,vertical.png,vertical.png,2,,,0,0,0,0,0,10,10,11,,56.59213904099988,56.59213904099988,56.59213904099988,60.61959208300004,60.61959208300004,60.61959208300004,,,,001,,2023-04-11_11h08.16.096,blockedTrials,2022.2.5,None,
shapes.xlsx,Comparez les formes,shapes,circle.png,vertical.png,vertical.png,2,,,0,0,0,0,0,11,11,5,,61.09226820799995,61.09226820799995,61.09226820799995,65.07955445800008,65.07955445800008,65.07955445800008,,,,001,,2023-04-11_11h08.16.096,blockedTrials,2022.2.5,None,
Neutral.xlsx,Comparez les visages,Neutral,,,F07NE.png,1,F07NE.png,F29NE.png,0,1,1,1,0,0,0,5,69.1001241250001,71.59644687499986,71.59644687499986,71.59644687499986,75.62520874999973,75.62520874999973,75.62520874999973,65.0920765410001,69.1001241250001,71.13900100000001,001,,2023-04-11_11h08.16.096,blockedTrials,2022.2.5,None,
Neutral.xlsx,Comparez les visages,Neutral,,,F13NE.png,2,F06NE.png,F13NE.png,0,1,1,1,0,1,1,0,,76.09216754099998,76.09216754099998,76.09216754099998,80.12262291599973,80.12262291599973,80.12262291599973,,,,001,,2023-04-11_11h08.16.096,blockedTrials,2022.2.5,None,
Neutral.xlsx,Comparez les visages,Neutral,,,F19NE.png,2,F05NE.png,F19NE.png,0,1,1,1,0,2,2,2,,80.59706574999973,80.59706574999973,80.59706574999973,84.63800091599978,84.63800091599978,84.63800091599978,,,,001,,2023-04-11_11h08.16.096,blockedTrials,2022.2.5,None,
Neutral.xlsx,Comparez les visages,Neutral,,,M10NE.png,1,M10NE.png,M11NE.png,0,1,1,1,0,3,3,3,,85.09207699999979,85.09207699999979,85.09207699999979,89.12128845799998,89.12128845799998,89.12128845799998,,,,001,,2023-04-11_11h08.16.096,blockedTrials,2022.2.5,None,
Neutral.xlsx,Comparez les visages,Neutral,,,M01NE.png,1,M01NE.png,M31NE.png,0,1,1,1,0,4,4,1,,89.59708970800011,89.59708970800011,89.59708970800011,93.62317962499992,93.62317962499992,93.62317962499992,,,,001,,2023-04-11_11h08.16.096,blockedTrials,2022.2.5,None,
Neutral.xlsx,Comparez les visages,Neutral,,,M07NE.png,2,M13NE.png,M07NE.png,0,1,1,1,0,5,5,4,,94.09639629100002,94.09639629100002,94.09639629100002,98.09227441599978,98.09227441599978,98.09227441599978,,,,001,,2023-04-11_11h08.16.096,blockedTrials,2022.2.5,None,
shapes.xlsx,Comparez les formes,shapes,circle.png,vertical.png,vertical.png,2,,,0,2,2,2,0,0,0,5,102.09550337500013,104.59241779100012,104.59241779100012,104.59241779100012,108.62181333299986,108.62181333299986,108.62181333299986,98.09227441599978,102.08446083299987,104.13368708300004,001,,2023-04-11_11h08.16.096,blockedTrials,2022.2.5,None,
shapes.xlsx,Comparez les formes,shapes,circle.png,orizontal.png,circle.png,1,,,0,2,2,2,0,1,1,6,,109.09190799999988,109.09190799999988,109.09190799999988,113.10740904099976,113.10740904099976,113.10740904099976,,,,001,,2023-04-11_11h08.16.096,blockedTrials,2022.2.5,None,
shapes.xlsx,Comparez les formes,shapes,vertical.png,orizontal.png,orizontal.png,2,,,0,2,2,2,0,2,2,1,,113.59314633299982,113.59314633299982,113.59314633299982,117.62808570800007,117.62808570800007,117.62808570800007,,,,001,,2023-04-11_11h08.16.096,blockedTrials,2022.2.5,None,
shapes.xlsx,Comparez les formes,shapes,orizontal.png,circle.png,circle.png,2,,,0,2,2,2,0,3,3,9,,118.0930025409998,118.0930025409998,118.0930025409998,122.115875125,122.115875125,122.115875125,,,,001,,2023-04-11_11h08.16.096,blockedTrials,2022.2.5,None,
shapes.xlsx,Comparez les formes,shapes,orizontal.png,circle.png,orizontal.png,1,,,0,2,2,2,0,4,4,8,,122.59229000000005,122.59229000000005,122.59229000000005,126.62649525000006,126.62649525000006,126.62649525000006,,,,001,,2023-04-11_11h08.16.096,blockedTrials,2022.2.5,None,
shapes.xlsx,Comparez les formes,shapes,vertical.png,circle.png,circle.png,2,,,0,2,2,2,0,5,5,3,,127.09276883299981,127.09276883299981,127.09276883299981,131.1235321250001,131.1235321250001,131.1235321250001,,,,001,,2023-04-11_11h08.16.096,blockedTrials,2022.2.5,None,
shapes.xlsx,Comparez les formes,shapes,vertical.png,orizontal.png,vertical.png,1,,,0,2,2,2,0,6,6,0,,131.5925292080001,131.5925292080001,131.5925292080001,135.63021741600005,135.63021741600005,135.63021741600005,,,,001,,2023-04-11_11h08.16.096,blockedTrials,2022.2.5,None,
shapes.xlsx,Comparez les formes,shapes,circle.png,vertical.png,circle.png,1,,,0,2,2,2,0,7,7,4,,136.09264408299987,136.09264408299987,136.09264408299987,140.12682466599972,140.12682466599972,140.12682466599972,,,,001,,2023-04-11_11h08.16.096,blockedTrials,2022.2.5,None,
shapes.xlsx,Comparez les formes,shapes,orizontal.png,vertical.png,orizontal.png,1,,,0,2,2,2,0,8,8,10,,140.59262316600007,140.59262316600007,140.59262316600007,144.62680049999972,144.62680049999972,144.62680049999972,,,,001,,2023-04-11_11h08.16.096,blockedTrials,2022.2.5,None,
shapes.xlsx,Comparez les formes,shapes,circle.png,orizontal.png,orizontal.png,2,,,0,2,2,2,0,9,9,7,,145.09253758299974,145.09253758299974,145.09253758299974,149.12952345799977,149.12952345799977,149.12952345799977,,,,001,,2023-04-11_11h08.16.096,blockedTrials,2022.2.5,None,
shapes.xlsx,Comparez les formes,shapes,vertical.png,circle.png,vertical.png,1,,,0,2,2,2,0,10,10,2,,149.5924974999998,149.5924974999998,149.5924974999998,153.62574079099977,153.62574079099977,153.62574079099977,,,,001,,2023-04-11_11h08.16.096,blockedTrials,2022.2.5,None,
shapes.xlsx,Comparez les formes,shapes,orizontal.png,vertical.png,vertical.png,2,,,0,2,2,2,0,11,11,11,,154.09245091599996,154.09245091599996,154.09245091599996,158.08126112499986,158.08126112499986,158.08126112499986,,,,001,,2023-04-11_11h08.16.096,blockedTrials,2022.2.5,None,
Surprised.xlsx,Comparez les visages,Surprised,M09SU.png,M35SU.png,M09SU.png,1,,,0,3,3,3,0,0,0,0,162.09775487499974,164.5931089999999,164.5931089999999,164.5931089999999,168.63149762500007,168.63149762500007,168.63149762500007,158.09238579099974,162.08458754100002,164.14185508299988,001,,2023-04-11_11h08.16.096,blockedTrials,2022.2.5,None,
Surprised.xlsx,Comparez les visages,Surprised,F13SU.png,F24SU.png,F24SU.png,2,,,0,3,3,3,0,1,1,2,,169.0924598329998,169.0924598329998,169.0924598329998,173.12762158299984,173.12762158299984,173.12762158299984,,,,001,,2023-04-11_11h08.16.096,blockedTrials,2022.2.5,None,
Surprised.xlsx,Comparez les visages,Surprised,M28SU.png,M11SU.png,M28SU.png,1,,,0,3,3,3,0,2,2,1,,173.59251112499987,173.59251112499987,173.59251112499987,177.63176120799972,177.63176120799972,177.63176120799972,,,,001,,2023-04-11_11h08.16.096,blockedTrials,2022.2.5,None,
Surprised.xlsx,Comparez les visages,Surprised,F01SU.png,F35SU.png,F35SU.png,2,,,0,3,3,3,0,3,3,4,,178.0928343329997,178.0928343329997,178.0928343329997,182.12946087499995,182.12946087499995,182.12946087499995,,,,001,,2023-04-11_11h08.16.096,blockedTrials,2022.2.5,None,
Surprised.xlsx,Comparez les visages,Surprised,M01SU.png,M16SU.png,M16SU.png,2,,,0,3,3,3,0,4,4,3,,182.59281079099992,182.59281079099992,182.59281079099992,186.6303405829999,186.6303405829999,186.6303405829999,,,,001,,2023-04-11_11h08.16.096,blockedTrials,2022.2.5,None,
Surprised.xlsx,Comparez les visages,Surprised,F32SU.png,F22SU.png,F32SU.png,1,,,0,3,3,3,0,5,5,5,,187.09255600000006,187.09255600000006,187.09255600000006,191.08132266599978,191.08132266599978,191.08132266599978,,,,001,,2023-04-11_11h08.16.096,blockedTrials,2022.2.5,None,
shapes.xlsx,Comparez les formes,shapes,orizontal.png,vertical.png,orizontal.png,1,,,0,4,4,4,0,0,0,10,195.096753541,197.59297662500012,197.59297662500012,197.59297662500012,201.63519941599998,201.63519941599998,201.63519941599998,191.0923452500001,195.08404220800003,197.13219424999988,001,,2023-04-11_11h08.16.096,blockedTrials,2022.2.5,None,
shapes.xlsx,Comparez les formes,shapes,orizontal.png,circle.png,circle.png,2,,,0,4,4,4,0,1,1,9,,202.0924379160001,202.0924379160001,202.0924379160001,206.1270358329998,206.1270358329998,206.1270358329998,,,,001,,2023-04-11_11h08.16.096,blockedTrials,2022.2.5,None,
shapes.xlsx,Comparez les formes,shapes,vertical.png,circle.png,vertical.png,1,,,0,4,4,4,0,2,2,2,,206.59245791600006,206.59245791600006,206.59245791600006,210.62809375000006,210.62809375000006,210.62809375000006,,,,001,,2023-04-11_11h08.16.096,blockedTrials,2022.2.5,None,
shapes.xlsx,Comparez les formes,shapes,circle.png,vertical.png,vertical.png,2,,,0,4,4,4,0,3,3,5,,211.09285487499983,211.09285487499983,211.09285487499983,215.1271029999998,215.1271029999998,215.1271029999998,,,,001,,2023-04-11_11h08.16.096,blockedTrials,2022.2.5,None,
shapes.xlsx,Comparez les formes,shapes,circle.png,orizontal.png,circle.png,1,,,0,4,4,4,0,4,4,6,,215.59268666599974,215.59268666599974,215.59268666599974,219.61823508299995,219.61823508299995,219.61823508299995,,,,001,,2023-04-11_11h08.16.096,blockedTrials,2022.2.5,None,
shapes.xlsx,Comparez les formes,shapes,circle.png,orizontal.png,orizontal.png,2,,,0,4,4,4,0,5,5,7,,220.09244541599992,220.09244541599992,220.09244541599992,224.13288033299978,224.13288033299978,224.13288033299978,,,,001,,2023-04-11_11h08.16.096,blockedTrials,2022.2.5,None,
shapes.xlsx,Comparez les formes,shapes,vertical.png,circle.png,circle.png,2,,,0,4,4,4,0,6,6,3,,224.59248183299997,224.59248183299997,224.59248183299997,228.6226812499999,228.6226812499999,228.6226812499999,,,,001,,2023-04-11_11h08.16.096,blockedTrials,2022.2.5,None,
shapes.xlsx,Comparez les formes,shapes,orizontal.png,circle.png,orizontal.png,1,,,0,4,4,4,0,7,7,8,,229.0923734580001,229.0923734580001,229.0923734580001,233.13664712499985,233.13664712499985,233.13664712499985,,,,001,,2023-04-11_11h08.16.096,blockedTrials,2022.2.5,None,
shapes.xlsx,Comparez les formes,shapes,vertical.png,orizontal.png,vertical.png,1,,,0,4,4,4,0,8,8,0,,233.59284316599997,233.59284316599997,233.59284316599997,237.62571408299982,237.62571408299982,237.62571408299982,,,,001,,2023-04-11_11h08.16.096,blockedTrials,2022.2.5,None,
shapes.xlsx,Comparez les formes,shapes,circle.png,vertical.png,circle.png,1,,,0,4,4,4,0,9,9,4,,238.09252512500007,238.09252512500007,238.09252512500007,242.1210138749998,242.1210138749998,242.1210138749998,,,,001,,2023-04-11_11h08.16.096,blockedTrials,2022.2.5,None,
,,,,,,,,,,,,,,,,,,242.59258079099982,242.59258079099982,242.59258079099982,,,,,,,,,,,,,
